PreyIndividuals_ID,stm_preyID,Length_mm,Length_Code,Weight_g,Comment
10932,9873,15,AP,0.17,
10933,9874,49,TL,0.8,16mm W
10934,9875,21,TL,0.48,
10935,9875,18,TL,0.46,
10936,9875,22,TL,0.58,
10937,9876,50,TL,3.99,50mm W
10938,9877,17,TL,0.5,10mm W
10939,9878,21,HL,0.24,
10940,9879,45,SL,5.62,
10941,9880,37,TL,0.98,
10942,9881,20,TL,0.54,
10943,9882,29,TL,1.39,
10944,9882,25,TL,0.73,
10945,9882,14,TL,0.18,
10946,9883,55,TL,1.3,
10947,9883,132,TL,1.44,
10948,9883,36,TL,1.35,
10949,9885,45,TL,0.01,
10950,9885,45,TL,0.01,
10951,9885,45,TL,0.01,
10952,9886,8,URL,0.06,
10953,9887,22,TL,0.45,
10954,9888,80,TL,4.28,
10955,9889,61,TL,13.94,29mm W
10956,9890,16,TL,0.27,
10957,9892,31,TL,0.35,
10958,9893,38,TL,0.93,
10959,9894,65,TL,1.53,
10960,9895,0,SL,5.46,no measurement
10961,9895,33,SL,2.39,
10962,9895,34,SL,3.1,
10963,9896,20,TL,0.37,
10964,9896,17,TL,0.35,
10965,9896,18,TL,0.34,
10966,9897,62,AP,0.34,
10967,9897,115,AP,0.45,
10968,9897,52,AP,0.18,
10969,9899,9,URL,0.09,
10970,9899,10,LRL,0.1,
10971,9900,40,SL,3.55,
10972,9901,114,TL,11.53,
10973,9902,17,TL,1.24,14mm W
10974,9903,21,TL,0.51,
10975,9903,24,TL,0.74,
10976,9903,26,TL,0.83,
10977,9904,40,TL,1.06,
10978,9904,42,TL,1.3,
10979,9904,38,TL,0.78,
10980,9905,35,TL,1.44,
10981,9905,28,TL,0.88,
10982,9905,29,TL,0.84,
10983,9906,274,TL,1.88,20mm W
10984,9907,40,TL,3.22,40mm W
10985,9908,40,TL,0.26,20mm W
10986,9909,58,TL,0.83,16mm W
10987,9910,65,TL,3.54,40mm W
10989,9912,8,URL,0.12,
10990,9912,9,LRL,0.35,
10991,9913,56,ML,6.31,
10992,9913,54,ML,4.81,
10993,9914,59,AP,0.98,
10994,9915,23,TL,0.75,
10995,9916,95,TL,0.17,1mmW
10996,9917,23,TL,0.29,
10997,9917,25,TL,0.45,
10998,9917,14,TL,0.29,
10999,9918,31,AP,0.75,
11000,9919,84,SL,9.81,
11001,9920,18,TL,0.55,
11002,9920,16,TL,0.32,
11003,9922,12,TL,0.18,
11004,9923,42,AP,0.5,
11005,9923,35,AP,0.45,
11006,9924,0,,0.29,unable to measure
11007,9925,58,ML,5.69,
11008,9927,36,TL,0.45,
11009,9928,16,TL,0.41,
11010,9928,13,TL,0.22,
11011,9928,19,TL,0.42,
11012,9929,19,TL,0.29,
11013,9930,80,ML,11.19,
11014,9932,9,HL,0.08,
11015,9933,19,HL,0.16,
11016,9933,2,HL,0.01,
11017,9933,1.5,HL,0.01,
11018,9933,2,HL,0.01,
11019,9933,1.5,HL,0.01,
11020,9933,14,HL,0.06,
11021,9934,2,URL,0.01,
11022,9935,18,AP,0.17,
11023,9936,105,TL,0.12,4mm W
11024,9939,33,TL,0.43,
11025,9939,28,TL,0.44,
11026,9940,5,HL,0.01,
11027,9940,6,HL,0.01,
11028,9940,4,HL,0.01,
11029,9940,6,HL,0.01,
11030,9940,5,HL,0.01,
11031,9940,3,HL,0.01,
11032,9941,45,ML,14.34,
11033,9942,31,TL,1.06,
11034,9942,22,TL,0.34,
11035,9942,30,TL,0.5,
11036,9943,61,TL,0.13,12 mm W
11037,9944,61,TL,6.34,46mm W
11038,9945,97,TL,9.35,42mm W
11039,9946,36,TL,0.74,
11040,9946,44,TL,0.92,
11041,9946,26,TL,0.25,
11042,9947,33,TL,0.92,
11043,9947,29,TL,0.75,
11044,9948,17,TL,0.14,
11045,9948,20,TL,0.25,
11046,9948,21,TL,0.25,
11047,9949,199,TL,1.85,6 mm W
11048,9950,277,TL,18.68,16mm W
11049,9951,271,SL,43.3,
11050,9952,52,TL,0.53,
11051,9953,228,TL,2.3,5mm W
11052,9954,350,TL,0.81,1 mm W
11053,9955,17,TL,0.12,
11054,9955,20,TL,0.36,
11055,9956,19,TL,0.42,
11056,9957,18,TL,0.37,
11057,9957,20,TL,0.36,
11058,9959,64,ML,79.93,
11059,9960,20,TL,0.5,
11060,9961,21,TL,0.51,
11061,9962,20,TL,0.29,
11062,9963,22,TL,0.58,
11063,9963,25,TL,0.45,
11064,9963,21,TL,0.56,
11065,9964,42,TL,0.81,
11066,9964,40,TL,0.82,
11067,9965,35,SL,2.1,
11068,9965,36,SL,2.88,
11069,9965,36,SL,2.33,
11070,9967,25,HL,0.39,
11071,9967,24,HL,0.25,
11072,9967,14,HL,0.03,
11073,9967,1,HL,0.01,
11074,9967,3,HL,0.01,
11075,9967,2,HL,0.01,
11076,9967,2,HL,0.01,
11077,9968,9,URL,0.17,
11078,9968,6,LRL,0.05,
11079,9968,0,URL,0.05,
11080,9969,37,ML,2.95,
11081,9969,27,ML,2.88,
11082,9970,58,SL,0.92,
11083,9971,11,AP,0.91,
11084,9972,75,SL,13.52,
11085,9973,45,SL,1.74,
11086,9974,24,TL,0.21,
11087,9975,20,AP,0.51,
11088,9976,28,AP,0.22,
11089,9977,10,TL,0.14,
11090,9976,34,AP,0.44,
11091,9978,226,TL,18.1,35mm W
11092,9980,34,TL,0.4,
11093,9980,43,TL,0.81,
11094,9980,35,TL,0.49,
11095,9981,25,TL,0.41,
11096,9981,24,0.41,0.49,
11097,9981,30,TL,0.61,
11098,9982,8,URL,0.1,
11099,9983,59,SL,6.31,
11100,9984,50,SL,0.45,
11101,9985,18,TL,0.42,
11102,9985,22,TL,0.45,
11103,9986,49,TL,1.74,31 mm W
11104,9987,53,TL,0.67,
11105,9987,40,TL,0.34,
11106,9988,298,SL,72.59,
11107,9988,114,SL,7.95,
11108,9989,33,TL,0.7,
11109,9989,27,TL,0.69,
11110,9989,25,TL,0.48,
11111,9990,30,SL,1.94,
11112,9991,20,TL,0.72,
11113,9993,12,TL,0.05,10mm W
11114,9994,80,ML,17.02,
11115,11688,28,ML,2.06,
11116,9995,28,SL,1.55,
11117,9997,22,TL,0.77,
11118,9998,75,ML,13.67,
11119,9999,14,TL,0.24,
11120,10000,100,SL,0.63,
11121,10001,31,TL,0.96,
11122,10002,24,TL,0.59,
11123,10003,14,TL,0.16,
11124,10005,11,TL,0.19,
11125,10006,79,TL,15.06,37mm W
11126,10007,53,TL,10.89,48mm W
11127,10008,76,TL,6.25,52mm W
11128,10009,58,TL,0.13,8mm W
11129,10010,28,ML,1.27,
11130,10011,137,SL,13.21,
11131,10012,105,SL,6.99,
11132,10013,28,AP,0.82,
11133,10014,49,SL,7.09,
11134,10015,64,AP,0,no weight; forgot to weigh -JWA
11135,10016,40,ML,9.42,
11136,10016,50,ML,9.51,
11137,10017,25,TL,0.49,
11138,10017,24,TL,0.44,
11139,10018,123,SL,3.56,
11140,10019,136,SL,1.54,
11141,10020,18,AP,0.13,
11142,10020,22,TL,0.23,
11143,10021,42,TL,0.88,
11144,10022,24,TL,0.65,
11145,10022,21,TL,0.49,
11146,10022,16,TL,0.27,
11147,10023,11,TL,0.24,
11148,10024,13,TL,0.19,
11149,10026,36,SL,3.34,
11150,10026,23,SL,2.21,
11151,10026,26,SL,0.74,
11152,10027,44,TL,1.34,27mm W
11153,10028,86,TL,7.01,18mm W
11154,10029,118,SL,11.89,
11155,10031,63,ML,11.13,
11156,10032,34,ML,4.33,
11157,10033,64,TL,5.27,
11158,10034,134,SL,17.56,
11159,10035,47,SL,1.13,
11160,10036,41,SL,5.82,
11161,10036,39,SL,3.57,
11162,10036,37,SL,3.97,
11163,10037,30,TL,0.51,
11164,10037,25,TL,0.49,
11165,10038,34,TL,0.51,
11166,10038,47,TL,0.57,
11167,10038,35,TL,0.64,
11168,10039,20,TL,0.45,
11169,10039,21,TL,0.59,
11170,10040,18,TL,0.48,
11171,10040,20,TL,0.57,
11172,10040,21,TL,0.7,
11173,10042,23,TL,0.62,
11174,10042,20,TL,0.4,
11175,10042,11,TL,0.13,
11176,10043,42,AP,0.67,
11177,10043,39,TL,0.71,
11178,10043,44,TL,0.44,
11179,10044,28,TL,0.55,
11180,10044,28,TL,0.46,
11181,10044,26,TL,0.53,
11182,10045,10,TL,0.19,
11183,10045,9,TL,0.13,
11184,10046,151,TL,0.66,3mm W
11185,10047,35,ML,5.8,
11186,10049,9,URL,0.27,TBI RY
11187,10050,142,SL,6.38,
11188,10051,34,TL,0.12,
11189,10052,425,SL,148.56,
11190,10053,12,TL,0.18,
11191,10053,11,TL,0.14,
11192,10053,13,TL,0.34,
11193,10054,40,AP,0.63,
11194,10054,30,AP,0.29,
11195,10056,305,SL,132.03,
11196,10057,37,TL,0.35,
11197,10057,22,TL,0.23,
11198,10058,39,TL,0.6,
11199,10059,32,AP,0.41,
11200,10060,16,TL,0.24,
11201,10060,19,TL,0.22,
11202,10060,19,TL,0.17,
11203,10062,29,TL,0.36,
11204,10063,8,TL,0.12,
11205,10063,6,AP,0.07,
11206,10064,16.5,TL,0.14,
11207,10066,20,TL,0.54,
11208,10067,52,ML,6.01,
11209,10068,38,SL,3.31,
11210,10069,17,TL,0.36,
11211,10070,39,TL,0.82,
11212,10070,38,TL,1.1,
11213,10070,41,TL,0.78,
11214,10071,21,TL,0.55,
11215,10071,18,TL,0.48,
11216,10071,20,TL,0.49,
11217,10073,54,TL,9.06,30mm W
11218,10074,19,AP,0.2,
11219,10075,28,TL,0.65,
11220,10075,24,TL,0.38,
11221,10076,60,AP,1.67,
11222,10077,23,TL,0.82,
11223,10077,21,TL,0.61,
11224,10077,25,TL,0.79,
11225,10079,7,URL,0.12,TBI RY
11226,10080,17,HL,0.12,TBI RY
11227,10081,12,TL,0.13,
11228,10082,28,TL,1.72,21mm W
11229,10083,192,TL,18.66,33mm W
11230,10084,57,SL,0.2,
11231,10085,31,SL,1.73,
11232,10086,29,TL,0.47,
11233,10086,27,TL,0.48,
11234,10086,26,TL,0.47,
11235,10088,35,TL,0.68,
11236,10088,37,TL,0.82,
11237,10088,35,TL,0.71,
11238,10089,45,SL,4.64,
11239,10089,35,SL,3.99,
11240,10089,33,SL,2.68,
11241,10090,21,TL,0.71,
11242,10090,26,TL,0.9,
11243,10090,24,TL,0.75,
11244,10091,36,TL,0.47,
11245,10091,40,TL,0.69,
11246,10092,27,TL,0.3,
11247,10092,23,TL,0.36,
11248,10092,17,TL,0.28,
11249,10093,250,SL,58.03,
11250,10093,202,SL,25,
11251,10094,20,TL,0.4,
11252,10094,18,TL,0.32,
11253,10094,21,TL,0.56,
11254,10095,385,TL,67.14,56mm W
11255,10096,50,SL,7.78,
11256,10097,24,TL,0.93,
11257,10099,18,HL,0.11,
11258,10100,110,AP,0.46,
11259,10101,31,SL,2.01,
11260,10102,38,AP,1.48,
11261,10103,26,AP,0.36,
11262,10104,42,ML,8.94,
11263,10105,21,ML,1.35,
11264,10106,28,TL,2.11,
11265,10107,210,SL,25.44,
11266,10107,66,SL,1.3,
11267,10108,40,SL,4.37,
11268,10108,32,SL,1.7,
11269,10108,35,SL,2.74,
11270,10109,43,AP,0.68,
11271,10109,54,AP,0.84,
11272,10109,42,AP,0.42,
11273,10110,31,TL,0.55,
11274,10110,27,TL,0.51,
11275,10110,28,TL,0.52,
11276,10112,40,TL,0.75,
11277,10112,37,TL,0.5,
11278,10112,37,TL,0.41,
11279,10113,23,TL,0.4,
11280,10113,18,TL,0.24,
11281,10113,22,TL,0.46,
11282,10114,12,TL,0.25,
11283,10114,13,TL,0.16,
11284,10114,11,TL,0.11,
11285,10115,8,TL,0.18,7mm W
11286,10116,18,TL,0.12,
11287,10117,42,SL,2.9,
11288,10118,7,URL,0.13,
11289,10119,67,SL,1.68,
11290,10120,29,TL,0.98,
11291,10121,27,AP,0.79,
11292,10122,26,TL,0.92,
11293,10122,12,TL,0.23,
11294,10124,58,SL,2.13,
11295,10126,0,ML,14.54,unable to measure
11296,10127,47,TL,2.74,
11297,10127,54,AP,0.87,
11298,10128,20,TL,0.4,
11299,10128,13,TL,0.09,
11300,10128,16,TL,0.27,
11301,10129,28,ML,1.06,
11302,10129,18,ML,0.27,
11303,10129,27,TL,0.7,squid parts
11304,10130,130,SL,12.09,
11305,10131,34,TL,0.48,
11306,10132,18,TL,0.38,
11307,10133,37,AP,0.47,
11308,10135,24,TL,0.68,
11309,10135,26,TL,0.54,
11310,10135,18,TL,0.3,
11311,10136,19,AP,0.43,
11312,10137,17,TL,0.35,
11313,10137,15,TL,0.29,
11314,10137,13,TL,0.13,
11315,10138,56,SL,1.69,
11316,10139,32,SL,0.41,
11317,10139,18,AP,0.27,
11318,10139,35,SL,0.65,
11319,10140,63,SL,14.83,
11320,10142,86,SL,2.92,
11321,10143,11,TL,0.19,
11322,10144,24,AP,0.39,
11323,10145,10,AP,0.26,
11324,10146,33,TL,0.72,
11325,10146,35,TL,0.72,
11326,10146,33,TL,0.64,
11327,10147,21,SL,1.07,
11328,10147,26,SL,1.29,
11329,10148,36,SL,2.68,
11330,10148,31,SL,2.67,
11331,10149,24,TL,0.3,
11332,10149,25,TL,0.25,
11333,10141,0,TL,0.39,
11334,10151,12,HL,0.09,
11335,10152,120,SL,1.94,
11336,10153,43,ML,14.72,
11337,10154,17,AP,0.22,
11338,10155,14,TL,0.14,
11339,10156,3,URL,0.07,
11340,10157,12,HL,0.19,
11341,10158,3,AP,0.3,
11342,10159,,SL,27.97,unable to measure
11343,10160,116,SL,9.5,
11344,10161,19,TL,0.55,
11345,10162,21,ML,0.91,
11346,10163,13,TL,0.24,
11347,10163,19,TL,0.3,
11348,10163,21,TL,0.45,
11349,10164,16,TL,0.27,
11350,10164,21,TL,0.48,
11351,10164,26,TL,0.75,
11352,10165,8,HL,0.02,
11353,10166,4,URL,0.03,
11354,10167,80,ML,43.85,
11355,10167,105,ML,6.32,
11356,10169,28,SL,1.21,
11357,10170,64,AP,1.35,
11358,10171,118,SL,5.64,
11359,10172,86,TL,4.47,
11360,10173,33,AP,0.66,
11361,10174,36,TL,0.77,
11362,10174,30,TL,0.48,
11363,10175,18,TL,0.39,
11364,10175,16,TL,0.36,
11365,10175,17,TL,0.39,
11366,10176,68,SL,18.74,
11367,10176,80,SL,27.06,
11368,10177,17,TL,0.26,
11369,10177,22,TL,0.35,
11370,10177,25,TL,0.75,
11371,10179,67,ML,27.24,
11372,10180,5,URL,0.03,
11373,10180,4,LRL,0.09,
11374,10181,75,SL,1.83,
11375,10182,55,ML,18.06,
11376,10182,50,ML,8.6,
11377,10183,38,SL,3.53,
11378,10183,37,SL,3.81,
11379,10184,95,SL,3.81,
11380,10184,60,SL,1.47,
11381,10185,85,ML,54.75,
11382,10187,115,SL,5.91,
11383,10188,134,TL,4.77,130mm W
11384,10189,6,URL,0.06,
11385,10189,5,LRL,0.02,
11386,10189,8,URL,0.1,
11387,10190,64,SL,3.01,
11388,10191,65,ML,3.01,
11389,10191,50,ML,9.06,
11390,10192,54,ML,5.58,
11391,11687,20,ML,1.32,
11392,10193,365,SL,140.92,
11393,10194,18,TL,0.3,
11394,10195,14,TL,0.22,9mm W
11395,10196,37,AP,0.6,
11396,10197,27,TL,0.55,
11397,10197,25,TL,0.5,
11398,10199,15,TL,0.21,
11399,10199,21,TL,0.4,
11400,10199,22,TL,0.5,
11401,10200,68,AP,1.78,
11402,10201,19,TL,0.49,
11403,10202,16,TL,0.22,
11404,10202,17,TL,0.24,
11405,10202,14,TL,0.25,
11406,10203,130,TL,4.76,47mm W
11407,10203,28,TL,2.87,23mm W
11408,10204,61,TL,5.11,34mm W
11409,10204,26,TL,1.01,23mm W
11410,10205,139,TL,0.96,2mm W
11411,10205,22,TL,1.82,12mm W
11412,10207,18,TL,0.3,
11413,10207,24,TL,0.4,
11414,10207,20,TL,0.3,
11415,10208,17,TL,0.7,
11416,10208,15,TL,0.47,
11417,10209,36,TL,0.87,
11418,10209,31,TL,0.46,
11419,10209,35,TL,0.72,
11420,10210,28,ML,8.36,
11421,10211,28,SL,1.93,
11422,10212,82,TL,2.28,12mm W
11423,10213,45,TL,0.86,25mm W
11424,10214,0,ML,0.49,forgot to measure
11425,10215,25,AP,0.95,
11426,10217,57,ML,17.53,
11427,10218,68,AP,1.01,
11428,10219,20,TL,0.28,
11429,10219,19,TL,0.25,
11430,10220,24,ML,2.81,
11431,10221,16,TL,0.24,
11432,12211,19,TL,0.07,
11433,10222,18,TL,0.26,
11434,10223,52,SL,0.32,
11435,10224,212,SL,20.27,
11436,10224,21,AP,0.52,
11437,10225,0,AP,0.84,did not take measurement
11438,10226,37,SL,5.19,
11439,10226,30,SL,2.87,
11440,10226,33,SL,3.17,
11441,10227,13,TL,0.4,
11442,10227,12,TL,0.36,
11443,10227,11,TL,0.17,
11444,10228,16,TL,0.65,
11445,10228,14,TL,0.66,
11446,10228,15,TL,0.62,
11447,10229,8,TL,0.16,
11448,10229,10,TL,0.2,
11449,10229,7,TL,0.18,
11450,10230,30,TL,0.54,
11451,10230,27,TL,0.37,
11452,10230,30,TL,0.6,
11453,10231,22,TL,0.33,
11454,10232,17,TL,0.3,
11455,10233,15,TL,0.39,
11456,10234,30,TL,0.4,
11457,10234,30,TL,0.31,
11458,10236,16,HL,0.2,
11459,10237,24,ML,5.27,
11460,10238,23,TL,0.51,
11461,10239,14,TL,0.21,TBI amphipod
11462,10240,65,SL,12.45,
11463,10241,40,SL,5.36,
11464,10241,22,SL,1.17,
11465,10241,19,SL,0.52,
11466,10242,16,TL,0.43,
11467,10242,18,TL,0.56,
11468,10242,16,TL,0.43,
11469,10243,16,TL,0.42,
11470,10243,9,TL,0.18,
11471,10243,7,TL,0.18,
11472,10244,33,TL,0.28,
11473,10244,30,TL,0.24,
11474,10244,36,TL,0.16,
11475,10246,3.5,URL,0.18,
11476,10246,4,URL,0.21,
11477,10247,26,SL,1.78,
11478,10247,35,SL,1.95,
11479,10248,40,TL,0.28,5mm W
11480,10249,23,SL,1.4,
11481,10249,25,SL,1.43,
11482,10249,25,SL,1.65,
11483,10250,14,TL,0.31,
11484,10251,12,TL,0.36,
11485,10251,14,TL,0.25,
11486,10251,10,TL,0.12,
11487,10252,15,TL,0.56,
11488,10252,14,TL,0.51,
11489,10252,13,TL,0.42,
11490,10253,15,TL,0.54,
11491,10253,15,TL,0.34,
11493,10254,81,ML,49.21,
11494,10255,9,ML,0.2,
11495,10256,38,TL,11.6,32mm W
11496,10257,31,TL,3.39,10mm W
11497,10258,49,TL,4.36,12mm W
11498,10259,9.5,URL,0.18,
11499,10260,69,ML,14.37,
11500,10261,128,SL,5.69,
11501,10262,30,TL,0.96,15mm W
11502,10263,71,TL,6.64,31mm W
11503,10264,97,TL,0.24,3mm W
11504,10265,73,TL,3.92,16mm W
11505,10266,38,TL,0.88,
11506,10267,20,TL,0.64,
11507,10268,48,TL,2.43,
11508,10268,50,TL,1.73,
11509,10268,49,TL,1.54,
11510,10269,23,TL,0.46,
11511,10269,29,TL,0.71,
11512,10269,36,TL,0.45,
11513,10271,33,TL,0.92,
11514,10271,40,TL,1.07,
11515,10271,39,TL,1.05,
11516,10272,38,TL,0.9,
11517,10272,41,TL,0.93,
11518,10272,42,TL,0.73,
11519,10273,25,TL,0.7,
11520,10273,29,TL,0.89,
11521,10273,28,TL,0.82,
11522,10274,29,TL,0.34,
11523,10274,30,TL,0.48,
11524,10274,33,TL,0.52,
11525,10275,26,TL,0.58,
11526,10275,25,TL,0.56,
11527,10275,24,TL,0.53,
11528,10276,22,TL,0.43,
11529,10276,12,TL,0.29,
11530,10278,68,ML,13.08,
11531,10278,72,TL,12.57,
11532,10279,83,AP,0.93,
11533,10280,7,CL,0.13,
11534,10282,19,TL,0.1,
11535,10282,18,TL,0.09,
11536,10283,111,SL,2.68,
11537,10284,14,TL,0.23,
11538,10284,17,TL,0.17,
11539,10284,21,TL,0.43,
11540,10285,35,AP,0.55,
11541,10286,41,AP,0.09,
11542,10287,17,TL,0.53,
11543,10290,38,ML,5.32,
11544,10291,21,TL,0.39,
11545,10292,4,TL,0.1,
11546,10293,12,TL,0.15,
11547,10294,17,TL,0.61,
11548,10295,12,TL,0.32,
11549,10295,10,TL,0.17,
11550,10296,17,TL,0.61,
11551,10297,13,TL,0.34,
11552,10298,29,SL,2.57,
11553,10298,17,SL,0.75,
11554,10299,37,SL,4.77,
11555,10299,17,SL,0.82,
11556,10300,37,TL,1.26,
11557,10300,23,TL,1.04,
11558,10301,32,TL,0.73,
11559,10301,32,TL,0.72,
11560,10301,36,TL,1.01,
11561,10302,31,TL,0.56,
11562,10302,33,TL,0.72,
11563,10302,31,TL,1.23,
11564,10303,16,TL,0.44,
11565,10303,17,TL,0.4,
11566,10303,18,TL,0.42,
11567,10304,19,TL,0.42,
11568,10304,20,TL,0.46,
11569,10304,18,TL,0.44,
11570,10305,31,AP,0.72,
11571,10306,4,TL,0.13,
11572,10307,4,CL,0.2,
11573,10309,57,ML,30.19,
11574,10310,18,TL,0.26,
11575,10312,187,TL,0.32,1mm W
11576,10313,56,ML,22.5,
11577,10314,92,TL,1,
11578,10315,0,AP,5.3,unable to measure
11579,10316,32,AP,1.71,
11580,10317,55,SL,3.52,
11581,10318,15,TL,0.31,
11582,10319,24,TL,0.39,
11583,10319,22,TL,0.31,
11584,10320,22,TL,0.16,
11585,10320,19,TL,0.13,
11586,10320,22,TL,0.17,
11587,10323,59.5,AP,0.07,
11588,10323,51,AP,0.17,
11589,10324,20,TL,0.14,
11590,10325,14,TL,0.06,
11591,10326,20,TL,0.07,
11592,10326,20,TL,0.03,
11593,10326,21.5,TL,0.13,
11594,10327,38,SL,1.99,
11595,10328,157.5,SL,1.09,
11596,10329,31,TL,0.39,19.5mm W
11597,10331,26,TL,0.22,
11598,10332,33,SL,1.55,
11599,10332,29.5,SL,1.03,
11600,10332,37,SL,2.39,
11601,10334,33,TL,0.36,
11602,10335,35,TL,0,20mm W
11603,10336,4,LRL,0.04,
11604,11682,6.7,LRL,0.03,
11605,10337,20,TL,0.39,
11606,10337,17,TL,0.21,
11607,10338,12,TL,0.26,
11608,10338,2,TL,0.01,
11609,10339,0,AP,0.11,unable to measure
11610,10341,27,TL,0.16,19mm W
11611,10342,42,TL,0.75,
11612,10343,183,SL,10.81,
11613,10343,172,SL,10.69,
11614,10345,21,SL,0.39,
11615,10345,36,SL,1.56,
11616,10345,33.5,SL,2.03,
11617,10346,21,TL,0.6,
11618,10347,18.5,TL,0.1,
11619,10347,17.5,TL,0.3,
11620,10348,25,TL,0.44,
11621,10348,16,TL,0.27,
11622,10348,21,TL,0.27,
11623,10349,45,SL,4.21,
11624,10349,39,SL,3.07,
11625,10349,24,SL,0.86,
11626,10350,59.5,SL,4.66,
11627,10352,58,TL,0.15,3mm W
11628,10353,11,TL,0.17,7mm W
11629,10354,39,TL,1.24,11.5mm W (ball of fishing twine)
11630,10355,22,TL,0.46,
11631,10356,35.5,SL,2.17,
11632,10356,31,SL,1.22,
11633,10356,25,SL,1.15,
11634,10358,23.5,TL,0.04,3mm W
11635,10359,15,TL,0.01,3mm W
11636,10360,4,HL,0.01,
11637,10361,25,TL,0.4,
11638,10362,293,SL,33.54,
11639,10363,36,SL,2.46,
11640,10363,34,SL,1.77,
11641,10363,32,SL,2.12,
11642,10364,32,TL,0.29,
11643,10365,20,ML,1.67,
11644,10366,34,TL,0.01,20mm W
11645,10367,20,TL,0.04,4mm W
11646,10369,50,SL,5.51,
11647,10370,98,TL,0.7,4.5mm W
11648,10372,23,AP,0.87,
11649,10373,255,TL,0.39,
11650,10374,24,TL,0.66,
11651,10375,37,TL,0.69,
11652,10376,35,AP,0.47,
11653,10378,68.5,TL,0.02,1mm W
11654,10379,47,TL,0.51,14mm W
11655,10380,94,TL,1.35,12mm W
11656,10380,73,TL,1.37,11mm W
11657,10380,63,TL,1.81,25mm W
11658,10380,35,TL,0.4,23mm W
11659,10382,8.5,LRL,0.29,
11660,11683,7,LRL,0.03,
11661,11683,7,LRL,0.04,
11662,11683,6,LRL,0.04,
11663,10383,5,HL,0.02,
11664,10383,4,HL,0.02,
11665,10385,111,TL,5.42,23mm W
11666,10386,80,TL,0.46,8mm W
11667,10387,41,SL,3.26,
11668,10387,33.5,SL,1.54,
11669,10389,57,ML,16.63,
11670,10390,18,TL,0.5,
11671,10391,29,TL,0.96,
11672,10392,23,TL,0.67,14mm W
11673,10393,9.5,TL,0.09,
11674,10394,20,TL,0.16,
11675,10394,22,TL,0.18,
11676,10395,22,TL,0.16,
11677,10395,23,TL,0.2,
11678,10395,25,TL,0.35,
11679,10396,21,SL,0.43,
11680,10396,24,SL,0.69,
11681,10396,43,SL,4.52,
11682,10398,82,SL,1.86,
11683,10399,65,TL,0.38,
11684,10400,32,SL,0.97,
11685,10400,34,SL,1.44,
11686,10400,48,SL,3.54,
11687,10401,42,TL,0.42,
11688,10401,38,TL,0.59,
11689,10401,42,TL,0.32,
11690,10402,22,TL,0.42,
11691,10402,24,TL,0.3,
11692,10402,25,TL,0.2,
11693,10404,39.5,TL,0.76,
11694,10405,18,TL,0.07,
11695,10407,98,TL,1.97,44mm W
11696,10407,73,TL,2.43,40mm W
11697,10408,33,SL,1.3,
11698,10408,25,SL,0.37,
11699,10410,38,TL,0.42,
11700,10411,20,AP,0.14,
11701,10411,20,AP,0.18,
11702,10413,21,SL,0.25,
11703,10413,23,SL,0.45,
11704,10413,23,SL,1.84,
11705,10414,38,SL,1.48,
11706,10416,43,TL,0.22,
11707,10417,24,TL,0.18,
11708,10417,23,TL,0.28,
11709,10419,22,TL,0.3,
11710,10419,18,TL,0.26,
11711,10419,23,TL,0.44,
11712,10420,37,TL,0.7,
11713,10420,38,TL,0.73,
11714,10421,24,TL,0.54,
11715,10422,35,SL,2.6,
11716,10422,37,SL,2.15,
11717,10422,34,SL,2.36,
11718,10423,23,TL,0.35,
11719,10423,35,TL,0.51,
11720,10423,38,TL,0.79,
11721,10425,8,URL,0.12,
11722,10426,25,TL,0.44,
11723,10426,29,TL,0.65,
11724,10427,14,TL,0.17,
11725,10427,23,TL,0.24,
11726,10427,23,TL,0.42,
11727,10428,16,TL,0.26,
11728,10428,19,TL,0.41,
11729,10428,21,TL,0.43,
11730,10429,41,TL,0.99,
11731,10429,42,TL,0.98,
11732,10429,38,TL,0.87,
11733,10430,34,TL,0.33,
11734,10430,17,AP,0.38,
11735,10431,47,ML,9.9,
11736,10432,552,TL,10.37,20mm W
11737,10433,24,TL,0.49,
11738,10433,33,TL,0.45,
11739,10433,29,TL,0.36,
11740,10434,42,TL,0.48,
11741,10434,32,TL,0.26,
11742,10435,27,TL,1.03,
11743,10435,22,TL,0.58,
11744,10435,13,TL,0.2,
11745,10436,21,SL,1.34,
11746,10436,35,SL,1.7,
11747,10436,47,SL,3.67,
11748,10437,38,TL,0.75,
11749,10437,39,TL,0.62,
11750,10437,38,TL,0.71,
11751,10438,61,TL,1.38,18mm W
11752,10439,52,TL,0.28,36mm W
11753,10440,19,TL,0.48,
11754,10441,24,TL,0.11,
11755,10441,34,TL,0.61,
11756,10441,34,TL,0.41,
11757,10442,5,URL,0.08,
11758,10443,75,SL,1.8,JD helped ID prey item
11759,10445,23,HL,0.17,
11760,10446,650,ML,6.62,
11761,11680,36,ML,3.54,
11762,11681,0,AP,0.41,unable to measure
11763,10447,32,SL,1.65,
11764,10447,35,SL,1.61,
11765,10449,37,SL,0.99,
11766,10450,43,TL,0.29,
11767,10450,119,TL,2.13,
11768,10451,170,SL,22.66,
11769,10452,12,TL,0.25,
11770,10452,21,TL,0.56,
11771,10452,16,TL,0.22,
11772,10453,43,ML,3.4,
11773,10453,52,ML,8.23,
11774,10455,22,TL,0.29,
11775,10455,21,TL,0.32,
11776,10455,19,TL,0.23,
